L,sigma,W(0),W(pi),Delta=W(pi)-W(0),preferred
1.6,0.8875,-0.43219815,-0.42944966,0.0027484951,AA-like
1.6,0.9,-0.46920286,-0.46627428,0.0029285828,AA-like
1.6,0.9125,-0.50872024,-0.50560944,0.0031108027,AA-like
1.6,0.925,-0.55086886,-0.54757533,0.0032935286,AA-like
1.6,0.9375,-0.5957688,-0.59229398,0.0034748133,AA-like
1.6,0.95,-0.64354121,-0.63988887,0.0036523471,AA-like
1.6,0.9625,-0.69430794,-0.69048453,0.0038234125,AA-like
1.6,0.975,-0.74819092,-0.74420608,0.0039848337,AA-like
1.6,0.9875,-0.80531163,-0.80117871,0.004132922,AA-like
1.6,1,-0.86579044,-0.86152703,0.0042634148,AA-like
1.6,1.0125,-0.92974588,-0.92537447,0.0043714101,AA-like
1.6,1.025,-0.99729378,-0.99284249,0.0044512931,AA-like
1.6,1.0375,-1.0685464,-1.0640498,0.0044966579,AA-like
1.6,1.05,-1.1436115,-1.1391113,0.0045002204,AA-like
1.6,1.0625,-1.222591,-1.2181373,0.0044537242,AA-like
1.6,1.075,-1.30558,-1.3012322,0.0043478379,AA-like
1.6,1.0875,-1.3926654,-1.3884933,0.0041720432,AA-like
1.6,1.1,-1.4839242,-1.4800097,0.0039145136,AA-like
1.6,1.1125,-1.5794222,-1.5758602,0.0035619822,AA-like
1.6,1.125,-1.679212,-1.6761124,0.003099599,AA-like
1.6,1.1375,-1.7833312,-1.7808204,0.0025107756,AA-like
1.6,1.15,-1.8918002,-1.8900232,0.0017770175,AA-like
1.6,1.1625,-2.00462,-2.0037422,0.0008777426,AA-like
1.6,1.175,-2.1217697,-2.1219796,-0.00020991502,AB-like
1.6,1.1875,-2.2432037,-2.244715,-0.0015113169,AB-like
1.6,1.2,-2.368849,-2.3719036,-0.0030545484,AB-like
